inproceedings:ID;author:string[];author-aux:string[];author-orcid:string[];booktitle:string;cdrom:string[];cite:string[];cite-label:string[];crossref:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];key:string;mdate:date;month:string;note:string;note-type:string;number:string;pages:string;publtype:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string;url:string;volume:int;year:int
7281237;Robert M. Gray|Tamás Linder;;;Data Compression Conference;;;;conf/dcc/2004;;;http://doi.ieeecomputersociety.org/10.1109/DCC.2004.1281445|https://doi.org/10.1109/DCC.2004.1281445;;;conf/dcc/GrayL04;2017-05-23;;;;;3-12;;;;Results and Conjectures on High Rate Quantization.;;;db/conf/dcc/dcc2004.html#GrayL04;;2004
7293455;Adison A. Kleinsasser|Carrie Brown|James Deaton|Kate Adams|Kevin Brandt|Ryan Johnson|Timothy Middelkoop;;0000-0002-3183-3078;PEARC;;;;conf/xsede/2020;;;https://doi.org/10.1145/3311790.3399618;;;conf/xsede/BrownJABKDM20;2021-12-12;;;;;456-460;;;;Great Plains CyberTeam: A Regional Mentor Approach to Cyberinfrastructure Workforce Development and Advancement.;;;db/conf/xsede/pearc2020.html#BrownJABKDM20;;2020
7299570;William A. Marion;;;SIGCSE;;;;conf/sigcse/1989;;;https://doi.org/10.1145/65293.65314|https://doi.org/10.1145/65294.65314;;;conf/sigcse/Marion89;2021-03-23;;;;;273-277;;;;Discrete mathematics for computer science majors - where are we? How do we proceed?;;;db/conf/sigcse/sigcse1989.html#Marion89;;1989
7302011;Michael B. Feldman;;;SIGAda;;;;conf/sigada/2009;;;https://doi.org/10.1145/1647420.1647422;;;conf/sigada/Feldman09;2018-11-06;;;;;1-2;;;;Introduction to Ada.;;;db/conf/sigada/sigada2009.html#Feldman09;;2009
7309960;Hana Krichene|Paul Dubrulle|Raphael Millet;;;ISCC;;;;conf/iscc/2021;;;https://doi.org/10.1109/ISCC53001.2021.9631543;;;conf/iscc/KricheneDM21;2021-12-17;;;;;1-7;;;;DSM: Data Sharing Management system for in-vehicle communication.;;;db/conf/iscc/iscc2021.html#KricheneDM21;;2021
7314152;Francisco Javier López-Fraguas|Jaime Sánchez-Hernández;;;Computational Logic;;;;conf/cl/2000;;;https://doi.org/10.1007/3-540-44957-4_12;;;conf/cl/Lopez-FraguasH00;2017-05-19;;;;;179-193;;;;Proving Failure in Functional Logic Programs.;;;db/conf/cl/cl2000.html#Lopez-FraguasH00;;2000
7315327;Bradley G. Goodyear|Ehsan Shahrabi Farahani|Fiona Costello|Michael R. Smith 0001|Samiul H. Choudhury;;;GlobalSIP;;;;conf/globalsip/2019;;;https://doi.org/10.1109/GlobalSIP45357.2019.8969301;;;conf/globalsip/FarahaniCCGS19;2022-02-18;;;;;1-5;;;;New Filtering Approaches to Improve the Classification Capability of Resting-state fMRI Transfer Functions.;;;db/conf/globalsip/globalsip2019.html#FarahaniCCGS19;;2019
7316049;Chen Chen 0011|K. J. Ray Liu|Yan Chen 0007|Yi Han 0002;;0000-0001-5469-5811;GlobalSIP;;;;conf/globalsip/2016;;;https://doi.org/10.1109/GlobalSIP.2016.7906004;;;conf/globalsip/ChenHCL16;2021-10-14;;;;;1059-1063;;;;Multi-person breathing rate estimation using time-reversal on WiFi platforms.;;;db/conf/globalsip/globalsip2016.html#ChenHCL16;;2016
7320664;Chen Liu 0013|Chengmo Yang|Yuanqi Shen;;;CODES+ISSS;;;;conf/codes/2014;;;https://doi.org/10.1145/2656075.2656092|https://ieeexplore.ieee.org/document/6971821/;;;conf/codes/LiuYS14;2021-08-08;;;;;5:1-5:9;;;;Leveraging microarchitectural side channel information to efficiently enhance program control flow integrity.;;;db/conf/codes/codes2014.html#LiuYS14;;2014
7330251;Christian Damsgaard Jensen;;;ACM SIGOPS European Workshop;;;;conf/sigopsE/2000;;;https://doi.org/10.1145/566726.566744;;;conf/sigopsE/Jensen00;2018-11-06;;;;;73-78;;;;CryptoCache: a secure sharable file cache for roaming users.;;;db/conf/sigopsE/sigopsE2000.html#Jensen00;;2000
7331022;Craig A. Baguley|Gilbert Hock Beng Foo|Tung Ngo;;;IECON;;;;conf/iecon/2016;;;https://doi.org/10.1109/IECON.2016.7793544;;;conf/iecon/NgoFB16;2021-10-04;;;;;2648-2653;;;;A predictive torque control strategy for interior permanent magnet synchronous motors driven by a three-level simplified neutral point clamped inverter.;;;db/conf/iecon/iecon2016.html#NgoFB16;;2016
7335150;Chung Kit Wu|Faan Hei Hung|Hongxu Zhu|Kim Fung Tsang;;0000-0001-6257-7065|0000-0001-9748-7916;IECON;;;;conf/iecon/2016;;;https://doi.org/10.1109/IECON.2016.7794098;;;conf/iecon/ZhuWTH16;2020-10-25;;;;;5667-5670;;;;BER performance evaluation of Spatial Modulation via numerical simulations.;;;db/conf/iecon/iecon2016.html#ZhuWTH16;;2016
7337000;Ahmed T. Elsayed|Alberto Berzoy|Osama A. Mohammed|Tarek A. Youssef;;0000-0001-9047-9163|0000-0002-2586-4046;IECON;;;;conf/iecon/2014;;;https://doi.org/10.1109/IECON.2014.7049292;;;conf/iecon/YoussefEBM14;2021-04-09;;;;;5202-5207;;;;Power quality enhancement for nonlinear unbalanced loads through improved active power filter control.;;;db/conf/iecon/iecon2014.html#YoussefEBM14;;2014
7337796;Manus P. Henry;;0000-0002-9677-1234;IECON;;;;conf/iecon/2018;;;https://doi.org/10.1109/IECON.2018.8592770;;;conf/iecon/Henry18;2020-06-15;;;;;2748-2753;;;;Ultra narrowband filtering with Prism signal processing: Design and simulation.;;;db/conf/iecon/iecon2018.html#Henry18;;2018
7338858;Lotfi Saidi|Mohamed Benbouzid 0001;;;IECON;;;;conf/iecon/2021;;;https://doi.org/10.1109/IECON48115.2021.9589308;;;conf/iecon/SaidiB21;2022-02-04;;;;;1-6;;;;Renewable Energy Systems Prognostics and Health Management: A Review of Recent Advances.;;;db/conf/iecon/iecon2021.html#SaidiB21;;2021
7341651;Andrey Bushnevskiy|Bodo Rosenhahn|Lorenzo Sorgi;;;ICIAP (1);;;;conf/iciap/2017-1;;;https://doi.org/10.1007/978-3-319-68560-1_47;;;conf/iciap/BushnevskiySR17;2017-10-16;;;;;530-538;;;;Feature Points Densification and Refinement.;;;db/conf/iciap/iciap2017-1.html#BushnevskiySR17;;2017
7346289;Anouar Ben Mabrouk|Makerem Zemni|Malika Jallouli|Mohamed Ali Mahjoub;;0000-0002-2571-1066|0000-0002-8181-4684;ICIST;;;;conf/icist2/2019;;;https://doi.org/10.1145/3361570.3361611;;;conf/icist2/ZemniJMM19;2021-04-09;;;;;32:1-32:6;;;;ECG Signal Processing with Haar-Schauder Multiwavelet.;;;db/conf/icist2/icist2019.html#ZemniJMM19;;2019
7346773;Jason M. Bindewald;;;AAAI;;;;conf/aaai/2014;;;http://www.aaai.org/ocs/index.php/AAAI/AAAI14/paper/view/8408;archive;;conf/aaai/Bindewald14;2022-03-08;;;;;3061-3062;;;;The Effect of Similarity between Human and Machine Action Choices on Adaptive Automation Performance.;;;db/conf/aaai/aaai2014.html#Bindewald14;;2014
7351889;Darwin T. Kuan|Robert J. Drazovich;;;AAAI;;;;conf/aaai/1983;;;http://www.aaai.org/Library/AAAI/1983/aaai83-035.php;;;conf/aaai/KuanD83;2012-12-12;;;;;210-215;;;;Model-Based Interpretation of Range Imagery.;;;db/conf/aaai/aaai83.html#KuanD83;;1983
7356109;Joseph Scott|Maysum Panju 0001|Vijay Ganesh;;;AAAI;;;;conf/aaai/2020;;;https://ojs.aaai.org/index.php/AAAI/article/view/7227;oa;;conf/aaai/ScottPG20;2022-03-07;;;;;13909-13910;;;;LGML: Logic Guided Machine Learning (Student Abstract).;;;db/conf/aaai/aaai2020.html#ScottPG20;;2020
7357072;Jianwen Sun|Jianye Hao|Yan Zheng|Yang Liu 0003|Zhaopeng Meng;;;AAAI;;;;conf/aaai/2020;;;https://ojs.aaai.org/index.php/AAAI/article/view/5439;oa;;conf/aaai/SunZHML20;2022-03-07;;;;;922-929;;;;Continuous Multiagent Control Using Collective Behavior Entropy for Large-Scale Home Energy Management.;;;db/conf/aaai/aaai2020.html#SunZHML20;;2020
7368137;Toshihiko Okamura;;;WCNC;;;;conf/wcnc/2008;;;https://doi.org/10.1109/WCNC.2008.20;;;conf/wcnc/Okamura08;2017-05-24;;;;;82-87;;;;A Hybrid ARQ Scheme Based on Shortened Low-Density Parity-Check Codes.;;;db/conf/wcnc/wcnc2008.html#Okamura08;;2008
7368895;Chung-Hsien Hsu|Kai-Ten Feng;;;WCNC;;;;conf/wcnc/2012;;;https://doi.org/10.1109/WCNC.2012.6213967;;;conf/wcnc/HsuF12;2017-05-24;;;;;1239-1244;;;;Predictive interference-based scheduling mechanism for direct communications in IEEE 802.16 networks.;;;db/conf/wcnc/wcnc2012.html#HsuF12;;2012
7371483;Tieyan Li|Tong-Lee Lim;;;WCNC;;;;conf/wcnc/2008;;;https://doi.org/10.1109/WCNC.2008.281;;;conf/wcnc/LimL08;2017-05-24;;;;;1570-1575;;;;Flexible Privacy Protection for RFID Tags via Selective Identifier Masking.;;;db/conf/wcnc/wcnc2008.html#LimL08;;2008
7371576;Angel Wai Ki Shurk|Roger S. Cheng;;;WCNC;;;;conf/wcnc/1999;;;https://doi.org/10.1109/WCNC.1999.796900;;;conf/wcnc/ShurkC99;2017-05-24;;;;;1162-1166;;;;Integrated interference cancellation and decoding for CDMA systems using turbo code.;;;db/conf/wcnc/wcnc1999.html#ShurkC99;;1999
7372572;Charles D. Knutson|Ryan Woodings|Shannon B. Barnes;;;WCNC;;;;conf/wcnc/2003;;;https://doi.org/10.1109/WCNC.2003.1200566;;;conf/wcnc/BarnesWK03;2017-05-24;;;;;1328-1333;;;;Transport discovery in wireless multi-transport environments.;;;db/conf/wcnc/wcnc2003.html#BarnesWK03;;2003
7372916;Lorenza Giupponi|Sandra Lagén;;0000-0003-4986-5104;WCNC;;;;conf/wcnc/2018;;;https://doi.org/10.1109/WCNC.2018.8377293;;;conf/wcnc/LagenG18;2019-09-16;;;;;1-6;;;;Listen before receive for coexistence in unlicensed mmWave bands.;;;db/conf/wcnc/wcnc2018.html#LagenG18;;2018
7373038;Chih-Lin Hu|Yu-Feng Hsu;;0000-0002-7965-6082;WCNC;;;;conf/wcnc/2013;;;https://doi.org/10.1109/WCNC.2013.6554791;;;conf/wcnc/HsuH13;2020-03-27;;;;;1534-1539;;;;Network coding with remix qualification for multicasting in delay-tolerant networks.;;;db/conf/wcnc/wcnc2013.html#HsuH13;;2013
7373527;Tarik Arici|Yucel Altunbasak;;;WCNC;;;;conf/wcnc/2004;;;https://doi.org/10.1109/WCNC.2004.1311455;;;conf/wcnc/AriciA04;2017-05-24;;;;;2347-2352;;;;Adaptive sensing for environment monitoring using wireless sensor networks.;;;db/conf/wcnc/wcnc2004.html#AriciA04;;2004
7379055;Bianca-Cerasela-Zelia Blaga|Dorian Gorgan|Rami Al-Doori;;;RoCHI;;;;conf/rochi/2018;;;http://rochi.utcluj.ro/articole/6/RoCHI2018-Rami.pdf;oa;;conf/rochi/Al-DooriBG18;2021-06-01;;;;;119-126;;;;Exploring Solutions for the Development Methodology of the Video Game DABABAT.;;;db/conf/rochi/rochi2018.html#Al-DooriBG18;;2018
7380244;Andres Andrade|Andy Lamborn|Arn Adams|Bill Good|Carlo Abesamis|Cate Heneghan|Dan Wilson|Dave Ting|David Rider|Dean Johnson|Fred Nicol|Hartmut Aumann|Jerold Cole|Juancarlos Soto|Karl Yee|Matt Buckley|Nasrat Raouf|Richard Graham|Robert Jarnot|Sarath Gunapala|Sir Rafol|Thomas S. Pagano|Tom Kampe|Tony Vengel|Yuki Maruyama;;;Earth Observing Systems;;;;conf/eos/2017;;;https://doi.org/10.1117/12.2272839;;;conf/eos/PaganoAAAGHJJLM17;2018-03-16;;;;;1040209;;;;Design and development of the CubeSat Infrared Atmospheric Sounder (CIRAS).;;;db/conf/eos/eos2017.html#PaganoAAAGHJJLM17;;2017
7380719;Bastien Bernela|Béatrice Milard|Marie Ferru|Marine Bernard;;;ISSI;;;;conf/issi/2019;;;;;;conf/issi/BernardBFM19;2020-04-01;;;;;1403-1414;;;;Should I move to diversify my scientific network? A panel analysis of chemists' careers.;;;db/conf/issi/issi2019.html#BernardBFM19;;2019
7381993;Laurent Hascoët|Shahadat Hossain|Trond Steihaug;;;ISCIS;;;;conf/iscis/2012;;;https://doi.org/10.1007/978-1-4471-4594-3_46;;;conf/iscis/SteihaugHH12;2017-05-26;;;;;449-458;;;;Structure in Optimization: Factorable Programming and Functions.;;;db/conf/iscis/iscis2012.html#SteihaugHH12;;2012
7382712;Vladimír Bartík;;;ICAISC (2);;;;conf/icaisc/2012-2;;;https://doi.org/10.1007/978-3-642-29350-4_2;;;conf/icaisc/Bartik12;2017-05-25;;;;;13-21;;;;Measuring Web Page Similarity Based on Textual and Visual Properties.;;;db/conf/icaisc/icaisc2012-2.html#Bartik12;;2012
7383263;Lidia Ogiela|Ryszard Tadeusiewicz;;0000-0001-9675-5819;ICAISC;;;;conf/icaisc/2008;;;https://doi.org/10.1007/978-3-540-69731-2_106;;;conf/icaisc/TadeusiewiczO08;2018-11-02;;;;;1127-1136;;;;Selected Cognitive Categorization Systems.;;;db/conf/icaisc/icaisc2008.html#TadeusiewiczO08;;2008
7388247;Arif Zaman|Asim Loan|Khalid Mahmood Aamir|Mohammad Ali Maud;;;ICIC (3);;;;conf/icic/2007-3;;;https://doi.org/10.1007/978-3-540-74282-1_98;;;conf/icic/AamirZML07a;2017-05-23;;;;;878-885;;;;Gauss - Hermite Spectrogram.;;;db/conf/icic/icic2007-3.html#AamirZML07a;;2007
7394929;Maxime Senot|Vincent Levorato;;;NCMA;;;;conf/ncma/2010;;;;;;conf/ncma/LevoratoS10;2011-10-21;;;;;127-140;;;;Discrete Signal Machines via Pretopology.;;;db/conf/ncma/ncma2010.html#LevoratoS10;;2010
7398243;Bhoram Lee|Hyungkew Lee|Hyunjeong Lee|Joonah Park|Seungju Han|Soo-Chul Lim;;;CHI;;;;conf/chi/2012;;;https://doi.org/10.1145/2207676.2208727;;;conf/chi/LeeLLLHP12;2019-10-17;;;;;3121-3130;;;;Evaluation of human tangential force input performance.;;;db/conf/chi/chi2012.html#LeeLLLHP12;;2012
7400144;Byron Reeves|Nilam Ram|Thomas N. Robinson|Xiao Yang 0010;;0000-0003-1671-5257|0000-0003-2136-3014;CHI Extended Abstracts;;;;conf/chi/2019a;;;https://doi.org/10.1145/3290607.3313089;;;conf/chi/YangRRR19;2022-01-03;;;;;;;;;Using Screenshots to Predict Task Switching on Smartphones.;;;db/conf/chi/chi2019a.html#YangRRR19;;2019
7404340;Nuno Nunes 0001|Paulo Bala|Raul Masu|Valentina Nisi;;0000-0002-2498-0643;CHI;;;;conf/chi/2019;;;https://doi.org/10.1145/3290605.3300925;;;conf/chi/BalaMN019;2020-06-15;;;;;695;;;;"""When the Elephant Trumps"": A Comparative Study on Spatial Audio for Orientation in 360º Videos.";;;db/conf/chi/chi2019.html#BalaMN019;;2019
7405145;Hitoshi Kawaichi|Kai Kunze|Kazuyo Yoshimura|Koichi Kise;;;CHI Extended Abstracts;;;;conf/chi/2013a;;;https://doi.org/10.1145/2468356.2468396;;;conf/chi/KunzeKYK13;2018-11-06;;;;;217-222;;;;Towards inferring language expertise using eye tracking.;;;db/conf/chi/chi2013a.html#KunzeKYK13;;2013
7426182;Elisabeth André|Thomas Rist;;;ECAI;;;;conf/ecai/1990;;;;;;conf/ecai/AndreR90;2019-07-30;;;;;25-30;;;;Towards a Plan-Based Synthesis of Illustrated Documents.;;;db/conf/ecai/ecai90.html#AndreR90;;1990
7427166;Gongyao Jiang|Jin Yuan|Ye Liu|Zhihao Ye|Zhiyong Li 0001;;;ECAI;;;;conf/ecai/2020;;;https://doi.org/10.3233/FAIA200355;oa;;conf/ecai/YeJLLY20;2021-06-30;;;;;2275-2281;;;;Document and Word Representations Generated by Graph Convolutional Network and BERT for Short Text Classification.;;;db/conf/ecai/ecai2020.html#YeJLLY20;;2020
7431723;Alessandra Martello|Claudio Panetta|Giorgio Terracina|Giovambattista Ianni;;;SWAP;;;;conf/swap/2007;;;http://ceur-ws.org/Vol-314/53.pdf;oa;;conf/swap/IanniMPT07;2019-05-28;;;;;;;;;Some Experiments on the Usage of a Deductive Database for RDFS Querying and Reasoning.;;;db/conf/swap/swap2007.html#IanniMPT07;;2007
7436898;Zheng Sun;;;ICNC;;;;conf/icnc/2011;;;https://doi.org/10.1109/ICNC.2011.6022559;;;conf/icnc/Sun11a;2017-05-21;;;;;2256-2259;;;;Simulation of vehicle traffic flow on the block with the impact of buses' stopping.;;;db/conf/icnc/icnc2011.html#Sun11a;;2011
7437371;;;;ICNC;;;;conf/icnc/2010;;;https://doi.org/10.1109/ICNC.2010.5584877;;;conf/icnc/ChenCWLSZ10;2018-04-14;;;;;4097-4099;withdrawn;;;Numerical simulation of cathodic protection on buried X80 steel.;;;db/conf/icnc/icnc2010.html#ChenCWLSZ10;;2010
7444395;Akiko Sato|Hiroki Ohashi|Masaaki Yamamoto|Takayuki Akiyama;;;CTS@SIGSPATIAL;;;;conf/gis/2013cts;;;https://doi.org/10.1145/2533828.2533829;;;conf/gis/OhashiAYS13;2018-11-06;;;;;37;;;;Modality Classification Method Based on the Model of Vibration Generation while Vehicles are Running.;;;db/conf/gis/cts2013.html#OhashiAYS13;;2013
7444405;Jie Bao 0003|Ruiyuan Li|Sijie Ruan|Yu Zheng 0004;;;SIGSPATIAL/GIS;;;;conf/gis/2017;;;https://doi.org/10.1145/3139958.3139990;;;conf/gis/LiRBZ17;2018-11-21;;;;;96:1-96:4;;;;A Cloud-Based Trajectory Data Management System.;;;db/conf/gis/gis2017.html#LiRBZ17;;2017
7447117;Gladys Gorga|Ricardo García|Rodolfo Bertone;;0000-0001-6614-4187|0000-0002-4343-6811|0000-0003-0609-0310;CACIC;;;;conf/cacic/2020;;;https://doi.org/10.1007/978-3-030-75836-3_6;;;conf/cacic/GarciaGB20;2021-06-15;;;;;80-88;;;;MEHI - Interactive Hypermedial Educational Material for a General Chemistry Course. Result of Virtual Educational Experience.;;;db/conf/cacic/cacic2020.html#GarciaGB20;;2020
7449318;Antonio Carlos Schneider Beck|Georgi Gaydadjiev|Luigi Carro|Mateus B. Rutzig;;0000-0002-2836-2009|0000-0002-3678-7007|0000-0002-7402-4780;ARC;;;;conf/arc/2008;;;https://doi.org/10.1007/978-3-540-78610-8_13;;;conf/arc/BeckRGC08;2019-09-25;;;;;111-123;;;;Run-time Adaptable Architectures for Heterogeneous Behavior Embedded Systems.;;;db/conf/arc/arc2008.html#BeckRGC08;;2008
7451217;Eric Forbell|Fabrizio Morbini|Kenji Sagae;;;SIGDIAL Conference;;;;conf/sigdial/2014;;;https://aclanthology.org/W14-4309/|https://doi.org/10.3115/v1/w14-4309;oa|oa;;conf/sigdial/MorbiniFS14;2021-08-06;;;;;69-73;;;;Improving Classification-Based Natural Language Understanding with Non-Expert Annotation.;;;db/conf/sigdial/sigdial2014.html#MorbiniFS14;;2014
7457586;Asli Celikyilmaz|Bill Dolan|Chenyan Xiong|Jianfeng Gao|Mengdi Wang|Sudha Rao|Woon Sang Cho|Yizhe Zhang;;;EACL;;;;conf/eacl/2021;;;https://aclanthology.org/2021.eacl-main.2/|https://doi.org/10.18653/v1/2021.eacl-main.2;oa|oa;;conf/eacl/ChoZRCXGWD21;2022-01-20;;;;;12-30;;;;Contrastive Multi-document Question Generation.;;;db/conf/eacl/eacl2021.html#ChoZRCXGWD21;;2021
7463885;Günther R. Raidl|Jakob Puchinger|Sandro Pirkwieser;;;EvoCOP;;;;conf/evoW/2007cop;;;https://doi.org/10.1007/978-3-540-71615-0_16;;;conf/evoW/PirkwieserRP07;2017-05-21;;;;;176-187;;;;Combining Lagrangian Decomposition with an Evolutionary Algorithm for the Knapsack Constrained Maximum Spanning Tree Problem.;;;db/conf/evoW/evocop2007.html#PirkwieserRP07;;2007
7466904;Dewan Tanvir Ahmed|Shervin Shirmohammadi;;0000-0002-3973-4445;ICN;;;;conf/icn/2007;;;http://doi.ieeecomputersociety.org/10.1109/ICN.2007.36|https://doi.org/10.1109/ICN.2007.36;;;conf/icn/AhmedS07a;2018-11-02;;;;;26;;;;Design Issues of Peer-to-Peer Systems for Wireless Ad Hoc Networks.;;;db/conf/icn/icn2007.html#AhmedS07a;;2007
7469510;Aditi Pandit|Himanshu Gupta;;;DASFAA;;;;conf/dasfaa/2006;;;https://doi.org/10.1007/11733836_63;;;conf/dasfaa/PanditG06;2017-05-26;;;;;859-869;;;;Communication-Efficient Implementation of Range-Joins in Sensor Networks.;;;db/conf/dasfaa/dasfaa2006.html#PanditG06;;2006
7469584;Jiaheng Lu;;0000-0003-2067-454X;DASFAA Workshops;;;;conf/dasfaa/2010w;;;https://doi.org/10.1007/978-3-642-14589-6_18;;;conf/dasfaa/Lu10;2018-11-02;;;;;170-178;;;;Benchmarking Holistic Approaches to XML Tree Pattern Query Processing - (Extended Abstract of Invited Talk).;;;db/conf/dasfaa/dasfaa2010w.html#Lu10;;2010
7478508;Duc Tam Hoang|Ondrej Bojar;;;EAMT;;;;conf/eamt/2016;;;https://aclanthology.org/W16-3408/;oa;;conf/eamt/HoangB16;2021-08-06;;;;;190-202;;;;Pivoting Methods and Data for Czech-Vietnamese Translation via English.;;;db/conf/eamt/eamt2016.html#HoangB16;;2016
7491017;Dong Sun 0001|Xiao Yan 0003;;0000-0003-3945-4037;ROBIO;;;;conf/robio/2012;;;https://doi.org/10.1109/ROBIO.2012.6491196;;;conf/robio/YanS12;2021-01-15;;;;;1604-1609;;;;Distributed multirobot shape control with a multilevel-based topology and market-based auction algorithm.;;;db/conf/robio/robio2012.html#YanS12;;2012
7491250;Akihito Ito|Koh Kiyoto|Nobuyuki Furuya;;;ROBIO;;;;conf/robio/2010;;;https://doi.org/10.1109/ROBIO.2010.5723370;;;conf/robio/ItoKF10;2017-05-24;;;;;460-465;;;;Motion control of parallel manipulator using pneumatic artificial actuators.;;;db/conf/robio/robio2010.html#ItoKF10;;2010
7492171;Guangyi Sun|Wentao Yu|Xin Zhao;;;ROBIO;;;;conf/robio/2017;;;https://doi.org/10.1109/ROBIO.2017.8324479;;;conf/robio/YuZS17;2018-03-27;;;;;581-586;;;;Self-calibration of anchor positions for indoor localization.;;;db/conf/robio/robio2017.html#YuZS17;;2017
7493278;Adrie Stander|David Barske|Jason Jordaan;;;ISSA;;;;conf/issa/2010;;;http://icsa.cs.up.ac.za/issa/2010/Proceedings/Full/30_Paper.pdf;oa;;conf/issa/BarskeSJ10;2020-03-12;;;;;;;;;A Digital Forensic Readiness Framework for South African SME's.;;;db/conf/issa/issa2010.html#BarskeSJ10;;2010
7494575;Luc Moreau 0001|Paul Groth;;;TaPP;;;;conf/tapp/2015;;;https://www.usenix.org/conference/tapp15/workshop-program/presentation/moreau;oa;;conf/tapp/MoreauG15;2021-02-02;;;;;;;;;Provenance of Publications: A PROV Style for LaTeX.;;;db/conf/tapp/tapp2015.html#MoreauG15;;2015
7496268;Andrew L. Wendelborn|Nickolas J. G. Falkner|Paul D. Coddington;;;DEXA Workshops;;;;conf/dexaw/2006;;;http://doi.ieeecomputersociety.org/10.1109/DEXA.2006.152|https://doi.org/10.1109/DEXA.2006.152;;;conf/dexaw/FalknerCW06a;2017-05-24;;;;;151-155;;;;Capturing and Using the Operational Semantics of Large Distributed Systems: Sharing Common Application Requirements in Virtual Organisations.;;;db/conf/dexaw/dexaw2006.html#FalknerCW06a;;2006
7497792;Jesús Téllez Isaac|José Sierra Camara;;;DEXA Workshops;;;;conf/dexaw/2007;;;http://doi.ieeecomputersociety.org/10.1109/DEXA.2007.132|https://doi.org/10.1109/DEXA.2007.132;;;conf/dexaw/IsaacC07;2017-05-24;;;;;688-692;;;;An Anonymous Account-Based Mobile Payment Protocol for a Restricted Connectivity Scenario.;;;db/conf/dexaw/dexaw2007.html#IsaacC07;;2007
7499163;Eray Özkural;;;AGI;;;;conf/agi/2018;;;https://doi.org/10.1007/978-3-319-97676-1_17;;;conf/agi/Ozkural18a;2018-08-02;;;;;174-184;;;;Zeta Distribution and Transfer Learning Problem.;;;db/conf/agi/agi2018.html#Ozkural18a;;2018
7501937;Catherine Thompson|Jean-Pierre Lorré|Nicholas Asher|Sonia Badene;;;PFIA (Articles courts);;;;conf/taln/2019-c;;;https://aclanthology.org/2019.jeptalnrecital-court.3/;oa;;conf/taln/BadeneTAL19;2021-08-06;;;;;175-184;;;;Apprentissage faiblement supervisé de la structure discursive (Learning discourse structure using weak supervision ).;;;db/conf/taln/pfia2019c.html#BadeneTAL19;;2019
7503835;Peter Djeu|Sean Keely|Warren A. Hunt;;;High Performance Graphics;;;;conf/egh/2009;;;https://doi.org/10.1145/1572769.1572781|https://doi.org/10.2312/EGGH/HPG09/069-076;;;conf/egh/DjeuKH09;2018-11-06;;;;;69-76;;;;Accelerating shadow rays using volumetric occluders and modified kd-tree traversal.;;;db/conf/egh/hpg2009.html#DjeuKH09;;2009
7504845;Tetsuya Sato;;;ICS;;;;conf/ics/2002;;;https://doi.org/10.1145/514191.514192;;;conf/ics/Sato02;2018-11-06;;;;;1;;;;Can the earth simulator change the way humans think?;;;db/conf/ics/ics2002.html#Sato02;;2002
7509680;Chi-Chang Lin|Hsien-Chang Chang|Ying-Mei Yang;;;NEMS;;;;conf/nems/2009;;;http://doi.ieeecomputersociety.org/10.1109/NEMS.2009.5068697|https://doi.org/10.1109/NEMS.2009.5068697;;;conf/nems/LinYC09;2017-05-17;;;;;793-796;;;;Raman descrimination of Helicobacter pylori fingerprint in dielectrophoresis chip.;;;db/conf/nems/nems2009.html#LinYC09;;2009
7511160;Ioana Leustean;;0000-0002-1884-6456;IPMU (2);;;;conf/ipmu/2012-2;;;https://doi.org/10.1007/978-3-642-31715-6_25;;;conf/ipmu/Leustean12;2021-10-14;;;;;226-234;;;;State-Complete Riesz MV-Algebras and L-Measure Spaces.;;;db/conf/ipmu/ipmu2012-2.html#Leustean12;;2012
7511878;Dan Isaksson|Heikki Järvisalo|Janne Hannonen|Juhamatti Korhonen|Mikko Nykyri|Pertti Silventoinen|William Giewont;;;ISIE;;;;conf/isie/2020;;;https://doi.org/10.1109/ISIE45063.2020.9152561;;;conf/isie/KorhonenJNSGIH20;2020-08-06;;;;;1173-1178;;;;Modified Carriers Pulse Width Modulation for Cascaded H-bridge Inverters.;;;db/conf/isie/isie2020.html#KorhonenJNSGIH20;;2020
7512138;Carlos A. Platero|J. Alberto Conejero|Jose A. Antonino-Daviu|Larisa Dunai 0001|Miguel Enrique Iglesias Martínez|Pedro Fernández de Córdoba;;;ISIE;;;;conf/isie/2021;;;https://doi.org/10.1109/ISIE45552.2021.9576426;;;conf/isie/MartinezAPDCC21;2022-03-15;;;;;1-7;;;;Envelope Spectral Kurtosis and SVD Analysis of Stray Flux Signals for the Diagnosis of Field Winding Faults in Synchronous Motors.;;;db/conf/isie/isie2021.html#MartinezAPDCC21;;2021
7514166;Birgit Vogel-Heuser|Felix Mayer|Sebastian Rehberger|Timo Frank;;0000-0003-2785-8819;ISIE;;;;conf/isie/2014;;;https://doi.org/10.1109/ISIE.2014.6864958|https://www.wikidata.org/entity/Q57391033;;;conf/isie/RehbergerFMV14;2018-11-14;;;;;2196-2201;;;;Benefit of an e-learning environment including real and simulated plants for teaching mechanical engineering freshman in programming C.;;;db/conf/isie/isie2014.html#RehbergerFMV14;;2014
